Real duration,Prediction duration
196.0,1762.954275548458
201.0,1924.0154921412468
2305.0,1735.0858037769794
1428.0,1986.6885297894478
2536.0,1926.4959877431393
1659.0,1937.9682391881943
1802.0,1926.3216245472431
2194.0,1764.368289411068
1918.0,1759.0961369872093
1787.0,1580.671125471592
1739.0,2015.7717897295952
1896.0,1642.7945824861526
1711.0,1708.83491435647
1307.0,1790.9438027143478
2320.0,1814.7809669971466
1133.0,1796.0804599523544
1936.0,1526.0876281261444
1812.0,1770.9502286314964
2262.0,1753.7914136052132
1727.0,1755.2702436745167
1549.0,2011.7458021640778
1384.0,2091.7715606093407
1193.0,1611.7724819779396
1277.0,1708.904290497303
2786.0,1735.2679840028286
2137.0,2400.834559559822
1755.0,1684.7811532020569
2322.0,1711.5361324846745
1160.0,1858.50823828578
1925.0,1900.676446378231
2191.0,2152.813878953457
1916.0,1800.6681879758835
1750.0,1873.7587208747864
2043.0,1756.4553922712803
1906.0,1270.1519875526428
1740.0,1908.8187516331673
1444.0,1937.210204422474
1673.0,1775.9290252923965
1738.0,1715.8167163729668
1628.0,1860.4090794026852
1226.0,1713.2217881381512
1956.0,1889.9361729323864
2350.0,1508.3131134212017
1302.0,1802.5492693781853
2911.0,1577.6539690494537
1356.0,1773.5582938194275
2012.0,1993.500854253769
1631.0,1973.8353782892227
1690.0,1653.9888950884342
865.0,1622.629685163498
2617.0,1763.6553111374378
1480.0,1806.1617143452168
1712.0,1786.899249702692
1029.0,1753.6370272636414
2634.0,1639.7791631817818
1144.0,1761.100336611271
1587.0,2076.765251636505
829.0,1800.1118760108948
1902.0,1885.5014198422432
1609.0,1858.9946312606335
1231.0,1884.9493421018124
1676.0,1765.3313040733337
1509.0,2013.344167649746
1695.0,2005.5054237246513
1666.0,1808.4048762321472
2130.0,1760.6414118111134
991.0,1774.8622178435326
2343.0,1794.4249867200851
717.0,1615.4858969151974
986.0,1592.0390412807465
2084.0,1846.7440424859524
1503.0,2127.2901904582977
3013.0,1800.051294028759
1662.0,1738.2528951764107
1844.0,1724.8972823619843
1469.0,1776.5033598542213
2127.0,1924.1065822541714
1846.0,1779.2573429346085
1564.0,1709.4708080291748
1510.0,1768.1211152076721
2328.0,1861.23920455575
198.0,1760.529042005539
1731.0,1766.4847502708435
2255.0,1832.016106635332
2068.0,1848.9227138757706
2848.0,1756.639852464199
1688.0,1800.893579006195
1878.0,1459.4908757209778
1999.0,1703.3027371168137
1480.0,1711.1217213273048
1329.0,2212.174450159073
1779.0,1500.4969520270824
2039.0,1780.259877026081
1619.0,1833.5295704901218
1986.0,1821.9150925278664
941.0,1684.0467866659164
993.0,1750.570580124855
2236.0,1625.8529071807861
2047.0,1695.6741844415665
2239.0,1835.1412900686264
2105.0,1789.0223333239555
1496.0,1579.4511259496212
1950.0,1739.814564049244
1728.0,1759.4362863600254
1282.0,1803.316858291626
1270.0,1868.4459633231163
1703.0,1862.3383658230305
1591.0,1794.7149768173695
1354.0,1817.0993677973747
618.0,1655.746315419674
1416.0,1815.4586600661278
1652.0,1875.4232054054737
1421.0,1809.284509241581
1925.0,1844.9140974879265
1646.0,1781.2658853530884
1539.0,1731.791468501091
1398.0,1714.269161581993
1833.0,1743.2065036296844
1680.0,1793.2889117002487
1113.0,1778.181632757187
1307.0,1536.8744780421257
1866.0,1820.280464708805
2529.0,1768.7651516199112
627.0,1892.2959388494492
1733.0,1504.7058798074722
1787.0,1749.3114954531193
1770.0,1736.3695338070393
1832.0,1866.819369673729
1315.0,1536.7281258702278
2200.0,1721.4478007555008
1297.0,1741.9584930837154
1736.0,1680.3290289342403
1297.0,1889.1321045458317
1765.0,1815.3155649900436
1509.0,1620.4784819483757
1798.0,1661.459587186575
1534.0,1516.0666300058365
1981.0,1792.5858132839203
1966.0,1876.8035626113415
205.0,1742.0765085220337
1904.0,1789.9957706928253
2526.0,1759.428143620491
1600.0,1913.2875956594944
1957.0,1801.9182613492012
1319.0,1833.1310105323792
1286.0,1812.2764774560928
1778.0,1790.4105075597763
1537.0,1754.4901692271233
2322.0,2294.207665324211
1532.0,1817.1635325849056
1247.0,1807.2260246872902
1496.0,1672.446748495102
2078.0,1818.6299856901169
2193.0,1862.1088491380215
1680.0,1856.6648306250572
1653.0,1906.9687212109566
2158.0,1868.8464775383472
1901.0,1814.42409786582
1431.0,1798.3120048642159
1425.0,1729.4368053674698
1677.0,1904.4188494682312
2203.0,1731.8596503734589
1705.0,1784.015959918499
1378.0,1772.9529082775116
987.0,1783.0355740785599
1971.0,1778.7242649197578
1258.0,1573.6012732982635
1410.0,1770.0471445322037
1883.0,1604.6162081956863
1625.0,1721.4856916368008
1752.0,1825.8926579356194
1248.0,1644.8679411113262
2034.0,1795.4444577097893
2274.0,1809.5891562700272
1340.0,1736.5218573212624
1952.0,1746.314207315445
2070.0,1875.963557600975
1356.0,1682.2831778526306
1884.0,2340.0493346452713
1319.0,2278.7371116280556
1832.0,1721.4684290289879
1230.0,1843.0877352952957
1649.0,1833.7367217838764
2167.0,1691.1774379611015
1464.0,1888.3297732770443
1519.0,1831.871817290783
2102.0,1746.9851690530777
1536.0,1842.0741270780563
1836.0,1719.141776919365
1264.0,1599.677148103714
2167.0,1609.4145617485046
2331.0,1831.3568704426289
1484.0,1766.3629348874092
1268.0,1598.2852824926376
1638.0,1759.2764715254307
1826.0,1452.8791883587837
1809.0,1788.4380103349686
2037.0,1775.137768149376
1342.0,1860.9538829624653
1642.0,1678.8460732102394
1990.0,1629.4750148653984
1333.0,1640.8120968341827
1325.0,1750.0106853544712
1266.0,1728.700701713562
1416.0,1843.0864324569702
2011.0,1748.471056163311
1737.0,1749.4419964253902
1450.0,1663.6329386532307
2726.0,1831.9077539145947
1611.0,1735.510854780674
1510.0,1773.4940204620361
1833.0,1801.0613194406033
1857.0,1745.7378099262714
2145.0,1776.8792287111282
1596.0,1870.1691841483116
1232.0,1540.0170326530933
2036.0,1826.5095518827438
1845.0,1877.9978310763836
1690.0,1780.2333859801292
1788.0,1763.1979063153267
1301.0,1730.1633548736572
1710.0,1919.210624396801
1598.0,1602.7349096536636
1656.0,1731.3233152627945
1911.0,1795.4502119123936
1665.0,1740.9641017317772
1314.0,1622.8516019582748
1479.0,1693.3513322770596
1517.0,1826.1423686146736
1382.0,1824.2671499848366
2135.0,2123.5065308213234
930.0,1812.907051205635
1637.0,1725.1241933703423
1483.0,1756.3852561414242
1798.0,1739.8208611011505
2670.0,1519.2268815040588
1530.0,1663.706440448761
1351.0,1762.175721079111
1907.0,1782.697378963232
1529.0,1869.2814083993435
1650.0,1605.6202622652054
1693.0,1763.3801951110363
2125.0,1647.5373482704163
1753.0,1872.683987826109
1900.0,1742.2745399475098
2007.0,1831.9087310433388
1290.0,1755.0596181452274
2131.0,1817.6443884968758
1929.0,1908.7231015861034
2012.0,1820.0164228081703
1749.0,1821.318826854229
1807.0,1709.6310571432114
2241.0,1812.6579919457436
1397.0,1826.6319101154804
1724.0,1708.3426586091518
1559.0,1803.7533091306686
1505.0,1852.121616244316
1900.0,1757.2838888764381
2464.0,1831.952376127243
1602.0,1723.7012767791748
1329.0,1762.6737310290337
1421.0,1841.7054238319397
1934.0,1759.3250022530556
1906.0,1665.0735521316528
1863.0,1737.9158943295479
1290.0,1547.4355026483536
2152.0,2172.557959496975
2617.0,1750.7723029255867
195.0,1779.8157177269459
1149.0,1814.3984753787518
1469.0,1745.647914081812
2160.0,2007.8713781237602
1537.0,1746.188700556755
1243.0,1812.8728516995907
2228.0,1941.2270721197128
1958.0,1980.6008005738258
1187.0,1807.710354834795
1907.0,1653.8697939515114
2041.0,1972.3492740392685
1001.0,1709.0628024935722
2217.0,1783.6681020855904
1803.0,1817.4578654766083
2135.0,1868.9632987082005
1371.0,1824.409376502037
2040.0,1789.7443228960037
2765.0,1908.672290891409
2191.0,1770.7378659844398
1537.0,1828.6108129620552
199.0,1826.6131275296211
1657.0,1723.9546788334846
2091.0,1784.5618491768837
1928.0,1490.8141490221024
1921.0,1812.8076012134552
1962.0,1804.679301470518
1827.0,1793.2033586502075
1595.0,1784.9200211465359
1751.0,1769.8808155059814
1376.0,1440.8663675785065
1564.0,1623.6865041851997
1666.0,1838.5485379993916
2260.0,1835.4255259633064
1484.0,1782.7539438605309
2302.0,2212.322756588459
2015.0,1918.1234058141708
1986.0,1978.2995538115501
1473.0,1780.3345730900764
2084.0,1894.9073697030544
1726.0,1811.4396209716797
1746.0,1820.5382095575333
2567.0,1742.5807069540024
2606.0,1760.0372205376625
1142.0,1891.775997787714
1806.0,1908.8815050125122
2215.0,1699.8116732537746
2254.0,1605.2826099991798
1222.0,1762.5366072952747
2226.0,1789.4446700811386
2223.0,1764.4460254311562
1711.0,1648.64910364151
1651.0,1794.984664350748
940.0,1855.5829319655895
1648.0,1782.2903505563736
1543.0,1788.6807725429535
2293.0,1746.9451067745686
1867.0,1808.6190845668316
2811.0,1779.5072707533836
1951.0,1824.9047807753086
2298.0,2043.3342030644417
1076.0,1695.5849400162697
1023.0,1719.4292699098587
1986.0,1744.1992664337158
1762.0,1757.0869431495667
1714.0,1961.2988165020943
1174.0,1851.0144208073616
1139.0,1665.7501595020294
2085.0,1804.0297279953957
2524.0,1967.196765601635
1639.0,1890.420937359333
2133.0,1828.9619278907776
1898.0,1840.3165981769562
2523.0,1938.8207297325134
1444.0,1837.7210185229778
1214.0,1754.412867486477
1161.0,1735.1971964538097
1647.0,1763.7437955737114
1797.0,1759.6389862895012
1660.0,1473.6793279349804
1514.0,1788.4817639887333
1492.0,1327.9710838794708
1632.0,1727.2687738239765
1891.0,2193.035103738308
1784.0,1705.028780758381
1946.0,1623.610288143158
1926.0,1694.8563276827335
2867.0,2037.6086629033089
928.0,1496.3305836319923
1972.0,1921.0565291643143
1905.0,1814.294791162014
1424.0,1824.1913682222366
1282.0,1805.7933368086815
2143.0,1815.4104550480843
1907.0,1818.4468283355236
1177.0,1747.884127497673
1813.0,1769.3978967666626
2035.0,1853.7896835803986
2013.0,1651.2830084562302
1299.0,1733.5118665099144
1313.0,1495.9753430485725
1282.0,1476.8472878932953
1120.0,1757.2102785110474
2346.0,1966.701252758503
1382.0,1727.5778722167015
1581.0,1917.8107246160507
1560.0,1745.0235288143158
2156.0,1795.6579060554504
1604.0,1947.3156698942184
1716.0,1748.9279181361198
1634.0,1624.202211022377
2303.0,1774.7177113592625
1730.0,1726.3069534301758
1435.0,1734.8795210421085
1708.0,1806.931583225727
974.0,1737.8646493554115
2251.0,1809.77220505476
1523.0,1679.9740054905415
1831.0,1802.2132456600666
1568.0,1487.2843257188797
1222.0,1854.8896048367023
1679.0,1767.3111840486526
1567.0,1704.0025784373283
1734.0,1712.0532507300377
1294.0,1644.1109920442104
1651.0,1764.7324327230453
1677.0,1817.4869621992111
1296.0,1731.4938785135746
1799.0,1730.50274425745
1511.0,1829.3117399811745
2434.0,1724.1138422489166
2092.0,1868.0417577326298
1845.0,1827.6210901141167
2181.0,1870.6697997748852
1448.0,1255.2852994203568
2353.0,1804.5673659443855
1857.0,1872.5189616382122
1747.0,1977.1762900352478
2516.0,1853.47027105093
1948.0,1782.397509008646
1289.0,1917.835912823677
1359.0,1771.3312002718449
2328.0,1819.049716770649
2650.0,1896.176334232092
2174.0,1761.0305261909962
2107.0,1706.3945896029472
2080.0,1710.0666394233704
1506.0,1968.5352148413658
1950.0,1697.3687428236008
2170.0,1853.0507571101189
1405.0,1828.160030901432
1596.0,1758.8117925226688
1794.0,1800.4760193228722
1297.0,1699.6328586935997
1804.0,1460.3255608081818
1864.0,1442.3272836208344
1825.0,1527.755478322506
2246.0,1791.4601609706879
1305.0,1788.4175992012024
1459.0,1842.1701028347015
1241.0,1799.2500484585762
1620.0,1655.568477988243
1898.0,1529.7857347130775
1810.0,1679.8414416909218
2381.0,1769.858667254448
1632.0,1790.9296886324883
1128.0,2073.205897331238
2078.0,1854.1976891160011
1337.0,1685.6626318991184
1629.0,1735.7855365276337
1562.0,1704.342402100563
2006.0,1819.010197341442
2312.0,1709.706296056509
659.0,1770.410093575716
1571.0,1587.220493733883
1569.0,1618.292102098465
2804.0,1832.364724457264
1498.0,1519.2235158383846
1695.0,1985.1600832939148
1845.0,1762.8100947737694
1255.0,1948.0691447257996
1801.0,1662.1132863163948
1719.0,1712.7089041173458
1861.0,1846.3473282158375
1720.0,1692.7417125105858
2497.0,1846.5726106762886
1684.0,1909.2321856617928
1394.0,1922.2496033608913
2103.0,1964.8451424241066
1356.0,1713.8765729665756
1638.0,1823.9021381139755
2299.0,1680.7699311375618
1639.0,2009.692311823368
1237.0,1762.1417387127876
1792.0,1762.0904937386513
2138.0,1559.3679817318916
2139.0,1736.6779807806015
2362.0,1787.495406806469
1926.0,1828.4134329557419
2268.0,1856.5623406767845
1816.0,1741.0262036919594
1179.0,1834.8077634572983
1671.0,1794.177664577961
1971.0,1662.9282116889954
1562.0,1832.732559144497
1620.0,1742.162061572075
1168.0,1656.8606764674187
1247.0,2153.575170814991
2175.0,1681.8063390254974
2209.0,1740.576073050499
201.0,1615.3546359539032
1599.0,1860.460650086403
2315.0,1785.9259209036827
2159.0,1997.1863667368889
2633.0,1780.2593341767788
1200.0,1750.8283249735832
2593.0,1739.1683562397957
1882.0,1813.0666489005089
1906.0,1839.7272809743881
1676.0,1799.6884535551071
1574.0,1897.8150877058506
1688.0,1743.5159277319908
1740.0,1784.814165532589
2207.0,1616.0975795090199
1883.0,1865.2114500403404
1212.0,2017.3254244327545
2266.0,1702.6601121127605
1756.0,1975.6408950686455
1734.0,1715.117309331894
2201.0,2021.6706073880196
1853.0,1789.4820181131363
2096.0,1832.1002482771873
918.0,1203.3897746801376
1488.0,1954.1731594204903
1619.0,1856.9497179389
1512.0,1692.6232627928257
2076.0,1861.4349560141563
1591.0,1841.8616558611393
992.0,1529.2122687101364
2837.0,1828.4806376993656
2136.0,1845.2787836492062
1592.0,1695.8760158121586
1520.0,1781.089350759983
1358.0,1819.871156334877
1471.0,1729.7576293051243
1956.0,1826.0776609778404
2018.0,1817.6069318950176
1237.0,1185.650328040123
1622.0,1737.5678193569183
1128.0,1775.0652434825897
2555.0,1825.1054178774357
1932.0,1925.3237589597702
2735.0,1811.5456937253475
1747.0,1849.2047783732414
1380.0,1848.4432693719864
2055.0,1717.3058605790138
1711.0,1736.1700909733772
1361.0,1860.100198149681
200.0,1829.7712076306343
2004.0,1937.836001098156
1628.0,1730.9883772432804
1520.0,2106.5060106515884
1469.0,1921.144579321146
1988.0,1780.6898136734962
1635.0,1771.0279646515846
1466.0,1697.2822126448154
1989.0,1820.2409452795982
2136.0,1992.9028514623642
1851.0,1762.3683240115643
1800.0,1799.7743323147297
1498.0,1861.2419188022614
2531.0,1866.9038370251656
2413.0,1732.1397606134415
1862.0,1713.3441463708878
1838.0,1697.249424546957
1553.0,1988.263227045536
2522.0,1948.555754840374
1174.0,2041.476138472557
1737.0,2096.9905138015747
2005.0,1625.3603257238865
1903.0,1599.4162547290325
1705.0,1808.6946491897106
1429.0,1739.7759131789207
2229.0,1664.9727993011475
1984.0,1577.204706966877
2144.0,2429.7790672183037
1506.0,1818.3115502893925
2139.0,1808.371436715126
1757.0,1735.106540620327
1758.0,1802.2712219655514
1416.0,1854.9704893827438
1697.0,1742.2024495601654
985.0,2148.634807884693
2306.0,1689.146747291088
2281.0,1747.0622536540031
1744.0,1817.5808751285076
2238.0,1763.205071926117
981.0,1757.7345623672009
2094.0,1776.9079997241497
1788.0,1745.9900177121162
1390.0,1797.6246490776539
1492.0,1823.319335103035
2227.0,1833.0797655582428
2010.0,1770.8310189247131
1917.0,1897.8870695233345
1340.0,1889.0176719129086
913.0,1700.579153597355
1381.0,1754.9506140053272
1275.0,1680.2038478851318
1624.0,1414.7003797888756
1884.0,1779.1282533705235
1497.0,1735.8182160556316
1886.0,1804.6608445942402
2162.0,1747.5963087975979
1552.0,1880.4384815394878
1666.0,1900.7244342565536
1806.0,1971.670060992241
1514.0,1744.829840183258
1585.0,1918.4091616868973
1450.0,1820.9667347967625
2946.0,1882.578284919262
1318.0,1757.9248853325844
1631.0,2546.0797531604767
1748.0,1871.182792365551
2123.0,1910.135161191225
1863.0,1469.4137266874313
1722.0,1776.632123708725
1549.0,1660.5420632958412
2467.0,1821.2565077543259
2260.0,1744.7605726122856
2049.0,1776.2549520134926
2703.0,1628.1055146455765
1333.0,1702.8628120422363
1280.0,1693.6444709002972
1748.0,1793.7077742218971
1889.0,1884.0085842609406
1916.0,1818.5353127717972
1224.0,1810.36673361063
2273.0,1809.493180513382
2401.0,1764.2198744118214
2094.0,1732.22943931818
1726.0,1791.5543996095657
2058.0,1771.115471959114
1522.0,1854.7844006419182
1922.0,1603.6948843598366
1244.0,1879.7719711661339
936.0,1870.241274535656
2845.0,1805.1703629493713
1659.0,1773.2712351083755
1626.0,1864.2827434539795
1365.0,1820.9673862159252
1849.0,1833.5007994771004
214.0,1881.3820621967316
1776.0,1811.1676534712315
196.0,1906.264428526163
2335.0,1852.0978394448757
1748.0,1844.3367229700089
2169.0,1861.3070607185364
1510.0,1843.611042022705
1725.0,1747.5534237027168
1957.0,1746.6258028149605
2241.0,1794.8783744573593
2325.0,1657.1496894359589
1241.0,1760.7724556326866
1613.0,1877.4980840086937
2317.0,1913.623836517334
2348.0,1698.2526100575924
2514.0,1908.9313385784626
1727.0,1802.7918144464493
1386.0,1823.9915996789932
1871.0,1751.5752856135368
1965.0,2127.1781463623047
1374.0,1831.9533532559872
1477.0,1874.8103285431862
2099.0,1818.74680685997
1944.0,1767.6994298696518
2728.0,1799.000337779522
2467.0,1673.5580695867538
1829.0,1803.0293653011322
1946.0,1974.7438908815384
1863.0,1809.0741008520126
1255.0,1749.7712888121605
1379.0,1704.676580131054
2260.0,1706.3374818563461
1811.0,1898.7650739848614
1840.0,1799.6322143673897
2783.0,1759.091794192791
1809.0,1900.8132444024086
1107.0,1620.333106905222
1077.0,1847.6596121191978
2415.0,1618.3211988210678
919.0,1878.8056994080544
1687.0,1740.1331080198288
2005.0,1637.898298919201
1728.0,2009.9906617999077
2042.0,1825.0448358953
1594.0,1798.607423454523
2192.0,1901.0629550814629
2305.0,1783.6895989179611
1820.0,1506.1283621191978
1598.0,1675.7169812619686
1926.0,1739.3950501084328
1976.0,1655.675527870655
2075.0,1846.090451925993
2810.0,1928.7130928635597
1751.0,1860.9757055044174
1724.0,1775.8008042871952
1951.0,1911.8375366032124
2141.0,1762.0854995250702
1710.0,1807.4644441008568
1289.0,1884.4982343316078
1698.0,1822.0379936099052
1596.0,1788.6890238523483
1589.0,1992.410378575325
1610.0,1844.1059034466743
1864.0,1714.8012624680996
942.0,1840.0749216675758
1721.0,1800.6428911983967
2103.0,1840.9022240042686
1593.0,1821.0673790574074
1339.0,1889.0676140487194
2738.0,1740.3773902058601
1987.0,1802.4522079229355
1865.0,1931.05570474267
1338.0,1750.1760372519493
199.0,1757.195513010025
1809.0,1681.1560055613518
1829.0,1264.8965548872948
1880.0,1634.7553100287914
1948.0,1887.6673885583878
1839.0,1433.6134666204453
2182.0,1720.3106400370598
