summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
9TooT9,169,"('SILVER', 'II', 0)",False,360.0,5318867038,2848,False
olMatt,449,"('SILVER', 'II', 7)",False,360.7,5318867038,2848,False
FreedomOfArt,209,"('GOLD', 'IV', 11)",False,421.1,5318867038,2848,False
Cursed Charlie,412,"('GOLD', 'IV', 18)",False,421.8,5318867038,2848,False
waxreq,158,"('SILVER', 'I', 38)",False,383.8,5318867038,2848,False
Long du bout,178,"('GOLD', 'IV', 0)",False,420.0,5318867038,2848,True
JunE1404,155,"('SILVER', 'II', 40)",False,364.0,5318867038,2848,True
MasterOfCards,307,"('GOLD', 'II', 16)",False,461.6,5318867038,2848,True
IwillGANKurmom,268,"('SILVER', 'I', 0)",False,380.0,5318867038,2848,True
rasengan45,315,"('SILVER', 'I', 72)",False,387.2,5318867038,2848,True
