summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
gaiyer,70,"('BRONZE', 'IV', 15)",False,221.5,5318901788,1722,True
joseedrosa,113,"('BRONZE', 'III', 34)",False,243.4,5318901788,1722,True
RAW DOuBLeShOt97,71,"('BRONZE', 'IV', 57)",False,225.7,5318901788,1722,True
ManueIIsen123,56,"('BRONZE', 'III', 41)",False,244.1,5318901788,1722,True
Narutoooo,247,"('BRONZE', 'III', 72)",False,247.2,5318901788,1722,True
Diamondwîz,206,"('BRONZE', 'II', 22)",False,262.2,5318901788,1722,False
angelareunion974,361,"('BRONZE', 'IV', 3)",False,220.3,5318901788,1722,False
Sponcheur WH,197,"('BRONZE', 'III', 47)",False,244.7,5318901788,1722,False
Aaaalon,43,"('BRONZE', 'III', 55)",False,245.5,5318901788,1722,False
smoking007,85,"('IRON', 'II', 75)",False,167.5,5318901788,1722,False
