summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Seiryuu10,238,"('SILVER', 'III', 18)",False,341.8,5318829649,1705,False
HarleyQuinn69,184,"('SILVER', 'II', 89)",False,368.9,5318829649,1705,False
true alligator,246,"('SILVER', 'IV', 81)",False,328.1,5318829649,1705,False
GofioDeMezcla,306,"('SILVER', 'III', 0)",False,340.0,5318829649,1705,False
XVºPipoºXV,167,"('SILVER', 'III', 47)",False,344.7,5318829649,1705,False
robericiam,373,"('SILVER', 'II', 91)",True,369.1,5318829649,1705,True
ZagacK,168,"('SILVER', 'III', 29)",False,342.9,5318829649,1705,True
MIDNIGHT99LEGEND,45,"('SILVER', 'III', 23)",False,342.3,5318829649,1705,True
lori7432l,51,"('SILVER', 'III', 82)",True,348.2,5318829649,1705,True
Grandepasqua,71,"('SILVER', 'I', 8)",True,380.8,5318829649,1705,True
