summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Wiz Khalillia,352,"('GOLD', 'III', 5)",False,440.5,5318850403,1539,False
Is Braum Brummie,322,"('GOLD', 'III', 44)",False,444.4,5318850403,1539,False
dragon van,206,"('GOLD', 'IV', 59)",False,425.9,5318850403,1539,False
robokreps,265,"('GOLD', 'II', 3)",False,460.3,5318850403,1539,False
jullum,142,"('SILVER', 'II', 33)",False,363.3,5318850403,1539,False
Thragg,203,"('GOLD', 'III', 75)",True,447.5,5318850403,1539,True
Newt0,268,"('GOLD', 'III', 4)",False,440.4,5318850403,1539,True
Hóff,148,"('SILVER', 'I', 37)",False,383.7,5318850403,1539,True
gamlo den fete,191,"('GOLD', 'III', 0)",False,440.0,5318850403,1539,True
DarkCorruptedIce,440,"('GOLD', 'II', 50)",False,465.0,5318850403,1539,True
