summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Lexe,233,"('PLATINUM', 'III', 0)",False,540.0,5318879867,1509,True
Avy,74,"('GOLD', 'I', 82)",False,488.2,5318879867,1509,True
R3ject,360,"('PLATINUM', 'III', 25)",False,542.5,5318879867,1509,True
Alky95,491,"('PLATINUM', 'III', 66)",True,546.6,5318879867,1509,True
Nystiq,96,"('PLATINUM', 'IV', 0)",False,520.0,5318879867,1509,True
Ashe Usual,39,"('PLATINUM', 'IV', 50)",False,525.0,5318879867,1509,False
XtremeToxicity,42,"('GOLD', 'I', 33)",False,483.3,5318879867,1509,False
hide your soul,289,"('PLATINUM', 'III', 0)",False,540.0,5318879867,1509,False
Sooorrryyy,109,"('PLATINUM', 'IV', 59)",False,525.9,5318879867,1509,False
Pacha Kutiq,388,"('PLATINUM', 'IV', 79)",True,527.9,5318879867,1509,False
