summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Suijin Ashtro,33,"('SILVER', 'II', 62)",True,366.2,5318869833,2014,False
JuaNJo SoLo,109,Unknown,Unknown,Unknown,5318869833,2014,False
PutrunSam,115,"('BRONZE', 'I', 59)",False,285.9,5318869833,2014,False
FortniteKíddy,45,"('SILVER', 'II', 57)",False,365.7,5318869833,2014,False
x2monsterx,209,"('SILVER', 'IV', 38)",False,323.8,5318869833,2014,False
hgsffrk,37,"('SILVER', 'III', 0)",False,340.0,5318869833,2014,True
Blazesmeg,140,"('SILVER', 'II', 0)",False,360.0,5318869833,2014,True
AmuroRay78,282,"('BRONZE', 'II', 58)",False,265.8,5318869833,2014,True
DontNerfGr4ves,32,"('SILVER', 'III', 34)",False,343.4,5318869833,2014,True
WheresYourBluLuL,34,"('SILVER', 'I', 0)",False,380.0,5318869833,2014,True
