summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Full85,185,"('SILVER', 'IV', 61)",True,326.1,5318859184,1959,False
Wurstkeule1,54,"('SILVER', 'III', 70)",False,347.0,5318859184,1959,False
DontFeedMySister,160,"('BRONZE', 'II', 75)",False,267.5,5318859184,1959,False
furnet,101,"('BRONZE', 'IV', 46)",False,224.6,5318859184,1959,False
Balfabuth,185,"('BRONZE', 'II', 75)",False,267.5,5318859184,1959,False
ThorGamer23,53,"('BRONZE', 'I', 35)",False,283.5,5318859184,1959,True
lamiker,74,"('SILVER', 'IV', 0)",False,320.0,5318859184,1959,True
Zyfrad,165,"('BRONZE', 'I', 42)",False,284.2,5318859184,1959,True
JohnyTheCookieMa,134,"('BRONZE', 'II', 91)",False,269.1,5318859184,1959,True
BayHarborButcher,360,"('BRONZE', 'I', 13)",False,281.3,5318859184,1959,True
