summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Griefariaa,318,"('SILVER', 'I', 62)",False,386.2,5318809905,1412,True
Sins Johnny,253,"('SILVER', 'I', 46)",False,384.6,5318809905,1412,True
Mydło w płynie,296,"('SILVER', 'II', 88)",False,368.8,5318809905,1412,True
7amak,142,"('GOLD', 'IV', 33)",False,423.3,5318809905,1412,True
Wolle is Anivia,44,"('SILVER', 'III', 75)",False,347.5,5318809905,1412,True
Plz Dont Gank Me,265,"('SILVER', 'II', 2)",False,360.2,5318809905,1412,False
CHNXiaoYuEr,386,Unknown,Unknown,Unknown,5318809905,1412,False
WWWDotComDotCom,116,"('SILVER', 'II', 43)",False,364.3,5318809905,1412,False
Rayst1,49,"('SILVER', 'II', 0)",False,360.0,5318809905,1412,False
Nimmste24rNieten,454,"('SILVER', 'II', 61)",False,366.1,5318809905,1412,False
