summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
SYN Shine ,508,"('DIAMOND', 'II', 25)",False,662.5,5318820443,1376,False
ArrZac,224,"('DIAMOND', 'III', 57)",False,645.7,5318820443,1376,False
SAM Vodin,145,"('DIAMOND', 'II', 60)",False,666.0,5318820443,1376,False
RIP Struggler,690,"('DIAMOND', 'II', 44)",False,664.4,5318820443,1376,False
Bard4Fun,261,"('DIAMOND', 'I', 52)",False,685.2,5318820443,1376,False
Cready VZ,70,"('DIAMOND', 'II', 75)",False,667.5,5318820443,1376,True
TurboUnIeashed,91,"('DIAMOND', 'I', 74)",True,687.4,5318820443,1376,True
Ðeadside,205,"('DIAMOND', 'II', 75)",False,667.5,5318820443,1376,True
Wescker,368,"('DIAMOND', 'I', 20)",False,682.0,5318820443,1376,True
Meltem57,194,"('MASTER', 'I', 0)",False,780.0,5318820443,1376,True
