summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
D1 Belal,477,"('PLATINUM', 'IV', 15)",False,521.5,5318888669,1626,False
Rakanko,149,"('GOLD', 'II', 90)",False,469.0,5318888669,1626,False
tempncvefnzzsyzw,303,"('PLATINUM', 'IV', 0)",False,520.0,5318888669,1626,False
Marco Beratti,370,"('GOLD', 'I', 1)",False,480.1,5318888669,1626,False
Shuηρø,34,"('GOLD', 'III', 60)",False,446.0,5318888669,1626,False
HandsomeYuanYuan,47,"('PLATINUM', 'III', 55)",False,545.5,5318888669,1626,True
aardStuckBonobo,142,"('PLATINUM', 'IV', 13)",False,521.3,5318888669,1626,True
OnlyfansSuzan9,39,"('GOLD', 'I', 31)",False,483.1,5318888669,1626,True
Kankï,366,"('PLATINUM', 'IV', 29)",False,522.9,5318888669,1626,True
LeChienDlaFaille,228,"('GOLD', 'I', 34)",False,483.4,5318888669,1626,True
