summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Flock,96,"('BRONZE', 'II', 53)",False,265.3,5318892842,1622,True
DontKillRome,190,"('BRONZE', 'I', 35)",False,283.5,5318892842,1622,True
Portill4,219,"('BRONZE', 'II', 76)",False,267.6,5318892842,1622,True
GuilleTX,228,"('BRONZE', 'I', 20)",False,282.0,5318892842,1622,True
AspectOfficial,170,"('BRONZE', 'I', 21)",False,282.1,5318892842,1622,True
JonJon88,209,"('SILVER', 'III', 41)",False,344.1,5318892842,1622,False
meedway,187,"('BRONZE', 'I', 29)",False,282.9,5318892842,1622,False
Luckynator99,443,"('SILVER', 'IV', 90)",True,329.0,5318892842,1622,False
Bellator Adonis,212,"('BRONZE', 'III', 5)",False,240.5,5318892842,1622,False
erikool,122,"('SILVER', 'II', 16)",False,361.6,5318892842,1622,False
