summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
kushty guvna,37,"('BRONZE', 'I', 53)",False,285.3,5318809639,1469,False
Aaaaitor,298,"('SILVER', 'IV', 31)",False,323.1,5318809639,1469,False
Pipipop,332,"('SILVER', 'IV', 28)",False,322.8,5318809639,1469,False
Fiora is  period,336,"('SILVER', 'IV', 37)",False,323.7,5318809639,1469,False
TheAlphaBK,535,"('BRONZE', 'II', 8)",False,260.8,5318809639,1469,False
HARYUS THE LORD,48,"('SILVER', 'IV', 30)",False,323.0,5318809639,1469,True
CHAZDEVIL077,40,"('BRONZE', 'I', 68)",False,286.8,5318809639,1469,True
ΛSΛP ,223,"('SILVER', 'III', 0)",False,340.0,5318809639,1469,True
Itrybaby,138,"('SILVER', 'IV', 55)",False,325.5,5318809639,1469,True
alexconsol98,112,"('SILVER', 'IV', 60)",False,326.0,5318809639,1469,True
