summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
DarkDanaus,86,"('BRONZE', 'IV', 0)",False,220.0,5318810395,1141,True
LuzIA Moon,82,Unknown,Unknown,Unknown,5318810395,1141,True
adrianghost631,157,Unknown,Unknown,Unknown,5318810395,1141,True
virlala,82,"('IRON', 'III', 69)",False,146.9,5318810395,1141,True
KlaXus9,41,"('IRON', 'II', 25)",False,162.5,5318810395,1141,True
chakarito11,63,"('IRON', 'II', 53)",False,165.3,5318810395,1141,False
UzuKinoo,59,"('BRONZE', 'IV', 33)",False,223.3,5318810395,1141,False
Ziogiu,127,"('BRONZE', 'IV', 21)",False,222.1,5318810395,1141,False
ThauPac,75,"('BRONZE', 'IV', 0)",False,220.0,5318810395,1141,False
CantFeelmyface ,85,"('IRON', 'III', 2)",False,140.2,5318810395,1141,False
