summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
JYONA,164,"('SILVER', 'IV', 2)",False,320.2,5318901750,2485,True
A1eexZ,141,"('SILVER', 'IV', 52)",False,325.2,5318901750,2485,True
2bu 3gilaa,43,"('BRONZE', 'II', 66)",False,266.6,5318901750,2485,True
osubamask,48,"('BRONZE', 'I', 24)",False,282.4,5318901750,2485,True
dtfher,75,"('BRONZE', 'II', 61)",False,266.1,5318901750,2485,True
DDaaDDy,40,"('SILVER', 'IV', 86)",False,328.6,5318901750,2485,False
pedrosilva0905,144,"('BRONZE', 'III', 50)",False,245.0,5318901750,2485,False
Remorce Ásian,71,"('BRONZE', 'I', 48)",False,284.8,5318901750,2485,False
Clockbbq,42,"('BRONZE', 'II', 75)",False,267.5,5318901750,2485,False
TFBlade Inchalla,295,"('SILVER', 'IV', 1)",False,320.1,5318901750,2485,False
