summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
ombrage36,350,"('BRONZE', 'II', 28)",True,262.8,5318809663,2234,True
nQgUBurton,42,"('SILVER', 'II', 41)",False,364.1,5318809663,2234,True
Miros26,53,"('BRONZE', 'I', 22)",False,282.2,5318809663,2234,True
SorcierLumi,32,"('BRONZE', 'II', 85)",False,268.5,5318809663,2234,True
sjek,143,"('SILVER', 'III', 35)",False,343.5,5318809663,2234,True
Gaymers,73,"('SILVER', 'IV', 0)",False,320.0,5318809663,2234,False
ValaDrill,108,"('SILVER', 'II', 32)",False,363.2,5318809663,2234,False
Ruon Senpay,384,"('SILVER', 'III', 69)",False,346.9,5318809663,2234,False
B3C1T,93,"('SILVER', 'IV', 57)",False,325.7,5318809663,2234,False
Dr Ciesla,65,"('BRONZE', 'II', 86)",False,268.6,5318809663,2234,False
