summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
cozyorca,448,"('GOLD', 'III', 60)",False,446.0,5318902161,1333,True
This is Sunny,265,"('PLATINUM', 'III', 11)",False,541.1,5318902161,1333,True
Believe in Annie,210,"('GOLD', 'III', 13)",False,441.3,5318902161,1333,True
CreftaL,336,"('GOLD', 'I', 100)",False,490.0,5318902161,1333,True
eXiLeDx,97,"('GOLD', 'II', 32)",False,463.2,5318902161,1333,True
Muster8,292,"('GOLD', 'II', 54)",False,465.4,5318902161,1333,False
scarl5,226,"('GOLD', 'IV', 46)",False,424.6,5318902161,1333,False
almost pro plays,343,"('GOLD', 'III', 2)",False,440.2,5318902161,1333,False
Saucemãker,246,"('GOLD', 'IV', 80)",False,428.0,5318902161,1333,False
8LaBbsitaBbLean8,262,"('GOLD', 'II', 85)",True,468.5,5318902161,1333,False
