summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
LaBomba949,187,"('SILVER', 'IV', 24)",False,322.4,5318869872,2171,True
iLov3Molly,186,"('BRONZE', 'III', 98)",False,249.8,5318869872,2171,True
amadorciitoo,74,"('BRONZE', 'II', 0)",False,260.0,5318869872,2171,True
Cutemon,200,Unknown,Unknown,Unknown,5318869872,2171,True
ÇIÇEKÇI  ZYRA,43,"('BRONZE', 'II', 56)",False,265.6,5318869872,2171,True
vsoares1,61,"('BRONZE', 'II', 39)",False,263.9,5318869872,2171,False
tryky,243,"('SILVER', 'IV', 26)",False,322.6,5318869872,2171,False
Shadowz69420,72,"('BRONZE', 'II', 39)",False,263.9,5318869872,2171,False
XSVirlotanen,40,"('BRONZE', 'IV', 0)",False,220.0,5318869872,2171,False
lozaar,94,"('BRONZE', 'III', 51)",False,245.1,5318869872,2171,False
