summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Sauu6,116,"('SILVER', 'III', 32)",False,343.2,5318828718,935,True
M1sterplay,78,"('BRONZE', 'II', 7)",False,260.7,5318828718,935,True
Nandowl,154,"('SILVER', 'IV', 12)",False,321.2,5318828718,935,True
C0deAries,240,"('SILVER', 'III', 42)",False,344.2,5318828718,935,True
Teemo Mushrooms,152,"('SILVER', 'III', 10)",False,341.0,5318828718,935,True
Lichest101,184,"('SILVER', 'IV', 0)",False,320.0,5318828718,935,False
WnPlays,133,"('BRONZE', 'I', 3)",False,280.3,5318828718,935,False
DAZAI74,50,"('BRONZE', 'I', 14)",False,281.4,5318828718,935,False
TyRyOnLnn,100,"('SILVER', 'IV', 0)",False,320.0,5318828718,935,False
Kaguami,348,"('SILVER', 'IV', 80)",True,328.0,5318828718,935,False
