summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
MAMBA OUT 8,70,"('GOLD', 'I', 53)",False,485.3,5318890841,1434,True
turbo smurf L9,33,"('GOLD', 'IV', 19)",False,421.9,5318890841,1434,True
bad server xd,37,"('PLATINUM', 'III', 44)",False,544.4,5318890841,1434,True
Fatelit,36,"('GOLD', 'I', 45)",False,484.5,5318890841,1434,True
TAXER clone,486,"('GOLD', 'II', 46)",True,464.6,5318890841,1434,True
Naletal,33,"('SILVER', 'I', 65)",False,386.5,5318890841,1434,False
Pekijamo,31,"('SILVER', 'III', 35)",False,343.5,5318890841,1434,False
im the problem,31,"('SILVER', 'II', 66)",False,366.6,5318890841,1434,False
King Lykki,31,Unknown,Unknown,Unknown,5318890841,1434,False
vsnkrzykr,36,"('GOLD', 'IV', 5)",False,420.5,5318890841,1434,False
