summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
PH33D,85,"('SILVER', 'IV', 0)",False,320.0,5318907349,918,False
SimonFerdian,107,"('BRONZE', 'III', 3)",False,240.3,5318907349,918,False
stoly82,138,"('SILVER', 'IV', 13)",False,321.3,5318907349,918,False
stalker114,308,"('SILVER', 'IV', 97)",True,329.7,5318907349,918,False
iIVIAR,169,"('SILVER', 'IV', 22)",False,322.2,5318907349,918,False
iwqslx,30,"('IRON', 'IV', 0)",False,120.0,5318907349,918,True
The Clutcher,154,"('SILVER', 'IV', 24)",False,322.4,5318907349,918,True
XXXTizaoLipe,138,"('BRONZE', 'I', 100)",False,290.0,5318907349,918,True
m0lin69,58,"('SILVER', 'III', 46)",False,344.6,5318907349,918,True
Enepyx,39,"('BRONZE', 'II', 0)",False,260.0,5318907349,918,True
