summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
ABUELYAZID,72,"('BRONZE', 'III', 5)",False,240.5,5318892524,2293,False
G2Jankovski,48,"('BRONZE', 'II', 68)",False,266.8,5318892524,2293,False
Bharabas,63,"('BRONZE', 'II', 12)",False,261.2,5318892524,2293,False
Kyrithe,49,"('BRONZE', 'II', 61)",False,266.1,5318892524,2293,False
DDamager,140,"('BRONZE', 'II', 81)",True,268.1,5318892524,2293,False
DenonOG,109,"('BRONZE', 'II', 5)",False,260.5,5318892524,2293,True
GetHard44,145,"('BRONZE', 'II', 29)",False,262.9,5318892524,2293,True
Nomo Ever,63,"('SILVER', 'IV', 16)",False,321.6,5318892524,2293,True
AaronAufLoL,122,"('BRONZE', 'II', 75)",False,267.5,5318892524,2293,True
enable0101,82,"('BRONZE', 'II', 39)",False,263.9,5318892524,2293,True
