summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Εkko is op,266,"('PLATINUM', 'IV', 75)",False,527.5,5318830086,1560,False
NightFury Law,310,"('PLATINUM', 'IV', 16)",False,521.6,5318830086,1560,False
TheTaoTax,156,"('PLATINUM', 'IV', 46)",False,524.6,5318830086,1560,False
Ye Father,269,"('GOLD', 'I', 0)",False,480.0,5318830086,1560,False
Broken Of Heart,197,"('PLATINUM', 'IV', 0)",False,520.0,5318830086,1560,False
IbrahimVitamin,34,"('GOLD', 'I', 9)",False,480.9,5318830086,1560,True
G0Dalive,232,"('PLATINUM', 'III', 49)",False,544.9,5318830086,1560,True
Îrelia,201,"('PLATINUM', 'IV', 55)",True,525.5,5318830086,1560,True
DeviIsDisciple,38,"('GOLD', 'II', 20)",False,462.0,5318830086,1560,True
HiMom I Dive You,184,"('PLATINUM', 'IV', 0)",False,520.0,5318830086,1560,True
