summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Shensible,223,"('PLATINUM', 'IV', 4)",False,520.4,5318886617,1506,False
Waixter ,468,"('PLATINUM', 'IV', 15)",False,521.5,5318886617,1506,False
Sìlvèr,330,"('PLATINUM', 'IV', 87)",True,528.7,5318886617,1506,False
poldekakker,97,"('PLATINUM', 'III', 36)",False,543.6,5318886617,1506,False
cutecat i3,87,"('PLATINUM', 'IV', 0)",False,520.0,5318886617,1506,False
Sproik,277,"('PLATINUM', 'III', 45)",False,544.5,5318886617,1506,True
halcon20000,389,"('PLATINUM', 'III', 53)",False,545.3,5318886617,1506,True
Ch3m4w0w,209,"('GOLD', 'I', 38)",False,483.8,5318886617,1506,True
Preciious,507,"('PLATINUM', 'IV', 42)",False,524.2,5318886617,1506,True
vsrsxue,38,"('PLATINUM', 'IV', 60)",False,526.0,5318886617,1506,True
