summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
hide on tushh,64,"('PLATINUM', 'IV', 72)",False,527.2,5318849347,2855,True
Gruenernaehrer,289,"('PLATINUM', 'IV', 24)",False,522.4,5318849347,2855,True
Call SS,369,"('PLATINUM', 'IV', 46)",False,524.6,5318849347,2855,True
KotoneNyan,106,"('PLATINUM', 'IV', 0)",False,520.0,5318849347,2855,True
IIIesta,186,"('PLATINUM', 'III', 32)",False,543.2,5318849347,2855,True
SafSaf Is Back,378,"('PLATINUM', 'IV', 99)",True,529.9,5318849347,2855,False
Allternative,169,"('PLATINUM', 'III', 8)",False,540.8,5318849347,2855,False
ToxicPunishment,160,"('PLATINUM', 'III', 0)",False,540.0,5318849347,2855,False
Cörnelia,289,"('GOLD', 'I', 81)",False,488.1,5318849347,2855,False
Pitbull Gnar,181,"('PLATINUM', 'III', 17)",False,541.7,5318849347,2855,False
