summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
dngamab,196,"('SILVER', 'IV', 19)",False,321.9,5318800404,1390,True
StupidaBB777,45,"('SILVER', 'II', 35)",False,363.5,5318800404,1390,True
Argeon26,81,"('BRONZE', 'IV', 63)",False,226.3,5318800404,1390,True
20041220,219,"('SILVER', 'IV', 32)",True,323.2,5318800404,1390,True
Inkkk,140,"('BRONZE', 'II', 65)",False,266.5,5318800404,1390,True
Hidezuki,308,"('SILVER', 'IV', 29)",False,322.9,5318800404,1390,False
Luluzera,423,"('SILVER', 'IV', 46)",False,324.6,5318800404,1390,False
X1L1,147,"('BRONZE', 'II', 0)",False,260.0,5318800404,1390,False
mjfs369,85,"('SILVER', 'IV', 60)",False,326.0,5318800404,1390,False
LordAntoine,185,"('BRONZE', 'I', 100)",False,290.0,5318800404,1390,False
