summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Kagetané,152,Unknown,Unknown,Unknown,5318877747,887,True
gojndpiyb7473892,38,"('SILVER', 'I', 16)",False,381.6,5318877747,887,True
smomasozy,34,"('SILVER', 'II', 7)",False,360.7,5318877747,887,True
100 Oku pasento,32,"('SILVER', 'I', 0)",False,380.0,5318877747,887,True
rKhLucien,109,"('SILVER', 'I', 43)",False,384.3,5318877747,887,True
ƒαρ,34,"('SILVER', 'II', 42)",False,364.2,5318877747,887,False
jkl16,441,"('SILVER', 'II', 73)",False,367.3,5318877747,887,False
Kahium,34,"('SILVER', 'I', 74)",False,387.4,5318877747,887,False
DalagaNNN,73,"('SILVER', 'III', 77)",False,347.7,5318877747,887,False
abobatich,109,"('SILVER', 'I', 26)",False,382.6,5318877747,887,False
