summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Toruk Makeye,220,"('SILVER', 'II', 47)",True,364.7,5318868967,1214,True
Floooooooo,387,"('GOLD', 'II', 27)",False,462.7,5318868967,1214,True
TBL Mihawk,161,"('GOLD', 'IV', 75)",False,427.5,5318868967,1214,True
TSE Phantom,92,"('GOLD', 'III', 5)",False,440.5,5318868967,1214,True
Im Shurima,465,"('GOLD', 'IV', 75)",False,427.5,5318868967,1214,True
Lukarkoss,350,"('GOLD', 'IV', 0)",False,420.0,5318868967,1214,False
IVRSN,195,"('GOLD', 'IV', 57)",False,425.7,5318868967,1214,False
vang1,162,"('GOLD', 'IV', 15)",False,421.5,5318868967,1214,False
Sakalaka,215,"('GOLD', 'IV', 0)",False,420.0,5318868967,1214,False
Harald Bloodaxe ,39,"('GOLD', 'II', 2)",True,460.2,5318868967,1214,False
