summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Capéliitooo,42,"('SILVER', 'III', 0)",False,340.0,5318892498,1754,False
DeadGun95,281,"('SILVER', 'IV', 35)",False,323.5,5318892498,1754,False
Daikiri77,50,"('SILVER', 'IV', 0)",False,320.0,5318892498,1754,False
TrezGamer,150,"('SILVER', 'IV', 0)",False,320.0,5318892498,1754,False
3 z,173,"('SILVER', 'IV', 40)",False,324.0,5318892498,1754,False
Kimetsu30xX,151,"('SILVER', 'IV', 57)",False,325.7,5318892498,1754,True
carioca911,145,"('SILVER', 'IV', 74)",False,327.4,5318892498,1754,True
HazaktonRox OTPP,94,"('SILVER', 'IV', 8)",False,320.8,5318892498,1754,True
CiroManetti,568,"('BRONZE', 'I', 23)",False,282.3,5318892498,1754,True
xGrawler,145,"('SILVER', 'IV', 82)",False,328.2,5318892498,1754,True
