summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
pantheRblu,55,"('IRON', 'III', 42)",False,144.2,5318840390,1999,False
Slugsz,51,"('IRON', 'I', 0)",False,180.0,5318840390,1999,False
KENKONAKI,119,"('BRONZE', 'IV', 48)",False,224.8,5318840390,1999,False
NeYS3r,122,"('BRONZE', 'IV', 23)",False,222.3,5318840390,1999,False
headinahead,43,"('BRONZE', 'IV', 6)",False,220.6,5318840390,1999,False
NeoSun,532,"('IRON', 'II', 83)",False,168.3,5318840390,1999,True
Aenemone,217,"('BRONZE', 'III', 9)",False,240.9,5318840390,1999,True
Saadinko01,57,"('BRONZE', 'III', 0)",False,240.0,5318840390,1999,True
Canblack,139,"('IRON', 'II', 24)",False,162.4,5318840390,1999,True
Exliquy,50,"('BRONZE', 'IV', 48)",False,224.8,5318840390,1999,True
