summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
NRCDS,107,"('GOLD', 'IV', 33)",False,423.3,5318879097,1458,True
Cruxetas,279,"('GOLD', 'IV', 75)",False,427.5,5318879097,1458,True
Necrobiber,136,"('GOLD', 'III', 15)",False,441.5,5318879097,1458,True
SuSo33,220,"('GOLD', 'IV', 77)",False,427.7,5318879097,1458,True
TrunksGT,272,"('GOLD', 'IV', 72)",False,427.2,5318879097,1458,True
Yurki,399,"('GOLD', 'IV', 37)",False,423.7,5318879097,1458,False
O GRAGAS,255,"('SILVER', 'II', 50)",False,365.0,5318879097,1458,False
Kuso Kokku,302,"('GOLD', 'II', 75)",False,467.5,5318879097,1458,False
Morrisroj,297,"('GOLD', 'IV', 45)",False,424.5,5318879097,1458,False
t1kero,146,"('GOLD', 'IV', 24)",False,422.4,5318879097,1458,False
