summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
PanASecas,176,"('SILVER', 'II', 0)",False,360.0,5318892686,1605,False
BloodySeth,413,"('SILVER', 'I', 0)",False,380.0,5318892686,1605,False
Meteoric Blast,260,"('SILVER', 'III', 33)",False,343.3,5318892686,1605,False
SatënSan,437,"('GOLD', 'IV', 24)",False,422.4,5318892686,1605,False
INestyI,332,"('SILVER', 'IV', 0)",False,320.0,5318892686,1605,False
Championnat 2005,420,"('SILVER', 'II', 70)",False,367.0,5318892686,1605,True
DerGPunkt,107,"('SILVER', 'II', 6)",True,360.6,5318892686,1605,True
Unseen Axe,267,"('SILVER', 'III', 85)",False,348.5,5318892686,1605,True
ProjectHulk,136,"('SILVER', 'IV', 77)",False,327.7,5318892686,1605,True
Berras ölsinne,339,"('SILVER', 'III', 28)",False,342.8,5318892686,1605,True
