summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Anaryawen,124,"('SILVER', 'II', 91)",False,369.1,5318807947,2867,True
IINecroVisionII,52,"('BRONZE', 'IV', 12)",False,221.2,5318807947,2867,True
007Covid,35,"('BRONZE', 'III', 61)",False,246.1,5318807947,2867,True
particeps,56,"('SILVER', 'III', 11)",True,341.1,5318807947,2867,True
XDetractorX,57,"('BRONZE', 'I', 29)",True,282.9,5318807947,2867,True
ombre de fin 2 ,177,"('SILVER', 'IV', 40)",False,324.0,5318807947,2867,False
GreenStalos,180,"('SILVER', 'IV', 49)",False,324.9,5318807947,2867,False
Sylk14,220,"('SILVER', 'III', 0)",False,340.0,5318807947,2867,False
zrd1,109,"('BRONZE', 'IV', 77)",False,227.7,5318807947,2867,False
joseph mama,377,"('SILVER', 'IV', 49)",True,324.9,5318807947,2867,False
