summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
5SpodF Ryuichi ,137,"('PLATINUM', 'IV', 61)",False,526.1,5318857827,2134,False
updøg,140,"('PLATINUM', 'III', 74)",False,547.4,5318857827,2134,False
AxisXYZ,123,"('PLATINUM', 'III', 15)",False,541.5,5318857827,2134,False
Ace On Turtle,155,"('GOLD', 'II', 47)",False,464.7,5318857827,2134,False
SENÍN,47,"('PLATINUM', 'IV', 73)",False,527.3,5318857827,2134,False
LeagueUsed2Befun,574,"('PLATINUM', 'II', 4)",True,560.4,5318857827,2134,True
Malon,187,"('PLATINUM', 'II', 29)",False,562.9,5318857827,2134,True
Shogaeta,94,"('PLATINUM', 'III', 52)",False,545.2,5318857827,2134,True
Heisfedder,115,"('PLATINUM', 'III', 4)",False,540.4,5318857827,2134,True
Riventio,44,"('PLATINUM', 'III', 6)",True,540.6,5318857827,2134,True
