summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Doffy09,45,"('SILVER', 'IV', 0)",False,320.0,5318894159,1569,True
GodNero,128,"('SILVER', 'IV', 51)",False,325.1,5318894159,1569,True
Mr Dono,149,"('SILVER', 'IV', 48)",False,324.8,5318894159,1569,True
Sevesthire,79,"('SILVER', 'IV', 0)",False,320.0,5318894159,1569,True
Jaus JM,421,"('SILVER', 'III', 0)",False,340.0,5318894159,1569,True
BadComma,158,"('SILVER', 'IV', 77)",False,327.7,5318894159,1569,False
idrissggh,204,"('SILVER', 'III', 71)",False,347.1,5318894159,1569,False
Nami exe,303,"('SILVER', 'IV', 12)",False,321.2,5318894159,1569,False
ItsRolø,213,"('SILVER', 'IV', 0)",False,320.0,5318894159,1569,False
RoadRollarDAA,94,"('SILVER', 'IV', 14)",False,321.4,5318894159,1569,False
