summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
JoowanSon,182,"('PLATINUM', 'IV', 59)",True,525.9,5318818274,1837,True
1aubameyang4,281,"('PLATINUM', 'IV', 15)",False,521.5,5318818274,1837,True
Sniperexil,244,"('PLATINUM', 'III', 15)",False,541.5,5318818274,1837,True
Nokatrax,172,"('GOLD', 'II', 71)",False,467.1,5318818274,1837,True
yaaani,267,"('PLATINUM', 'III', 22)",True,542.2,5318818274,1837,True
Scréam,207,"('PLATINUM', 'IV', 17)",False,521.7,5318818274,1837,False
Vespoliv,41,"('PLATINUM', 'IV', 14)",False,521.4,5318818274,1837,False
S11 OK NICE,64,"('PLATINUM', 'IV', 0)",False,520.0,5318818274,1837,False
Sheux,589,"('PLATINUM', 'IV', 50)",False,525.0,5318818274,1837,False
395728,203,"('PLATINUM', 'IV', 38)",False,523.8,5318818274,1837,False
