summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Luaner,89,"('SILVER', 'II', 26)",False,362.6,5318898927,1516,True
Røśe,108,"('SILVER', 'II', 26)",False,362.6,5318898927,1516,True
THE92MAAN,56,"('SILVER', 'I', 41)",False,384.1,5318898927,1516,True
Cute Ced UwU,52,"('GOLD', 'IV', 0)",False,420.0,5318898927,1516,True
youypuwkx,39,"('SILVER', 'I', 60)",False,386.0,5318898927,1516,True
KekMara,62,"('SILVER', 'III', 77)",False,347.7,5318898927,1516,False
A Fish,126,"('SILVER', 'I', 78)",False,387.8,5318898927,1516,False
MugenTsukuyômi,243,"('SILVER', 'II', 47)",False,364.7,5318898927,1516,False
CartiSalvaje,297,"('SILVER', 'I', 43)",False,384.3,5318898927,1516,False
smartyshark1,234,"('SILVER', 'III', 75)",False,347.5,5318898927,1516,False
