summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Alvarcas,411,"('GOLD', 'III', 29)",False,442.9,5318857659,1638,True
dezmet,159,"('GOLD', 'IV', 81)",False,428.1,5318857659,1638,True
Shadoowx,103,"('GOLD', 'III', 15)",False,441.5,5318857659,1638,True
Linki57,145,"('GOLD', 'IV', 0)",False,420.0,5318857659,1638,True
ArmorKiller,369,"('GOLD', 'III', 42)",False,444.2,5318857659,1638,True
EttorinoPrince,155,"('GOLD', 'IV', 0)",False,420.0,5318857659,1638,False
TyMyS,189,"('GOLD', 'II', 13)",False,461.3,5318857659,1638,False
UrielSweetVeigar,253,"('GOLD', 'IV', 14)",False,421.4,5318857659,1638,False
ZerOdd,249,"('GOLD', 'III', 18)",False,441.8,5318857659,1638,False
Smurzy,242,"('GOLD', 'III', 4)",True,440.4,5318857659,1638,False
