summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
AYA Rαin,363,"('GOLD', 'III', 61)",False,446.1,5318890553,1395,False
Nice Try Jungle,47,"('GOLD', 'II', 43)",False,464.3,5318890553,1395,False
FFFq,126,"('GOLD', 'II', 2)",False,460.2,5318890553,1395,False
lPinxu,204,"('PLATINUM', 'II', 1)",True,560.1,5318890553,1395,False
Kabayuu Akbar,161,"('GOLD', 'III', 38)",True,443.8,5318890553,1395,False
LACOŠTE TN FRÈRE,138,"('GOLD', 'III', 21)",False,442.1,5318890553,1395,True
TEMAHH,223,"('GOLD', 'II', 79)",False,467.9,5318890553,1395,True
Dominus Est Seju,356,"('GOLD', 'II', 54)",False,465.4,5318890553,1395,True
Thonrys,53,"('GOLD', 'I', 71)",False,487.1,5318890553,1395,True
Yukani,384,"('GOLD', 'IV', 0)",False,420.0,5318890553,1395,True
