summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
amag95,378,"('MASTER', 'I', 196)",False,799.6,5318877131,1380,True
Haeryung,404,"('MASTER', 'I', 333)",False,813.3,5318877131,1380,True
Quixeth,476,"('MASTER', 'I', 350)",False,815.0,5318877131,1380,True
Justice Bullet,311,"('MASTER', 'I', 275)",False,807.5,5318877131,1380,True
Flif zz6,220,"('MASTER', 'I', 272)",False,807.2,5318877131,1380,True
Briefcase Man,111,"('MASTER', 'I', 180)",False,798.0,5318877131,1380,False
ShadowZerô,633,"('MASTER', 'I', 285)",True,808.5,5318877131,1380,False
Reu,449,"('MASTER', 'I', 320)",False,812.0,5318877131,1380,False
life is tiring,70,"('MASTER', 'I', 218)",False,801.8,5318877131,1380,False
lonely stucker,72,"('MASTER', 'I', 311)",False,811.1,5318877131,1380,False
