summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
1 Dariuš,417,"('GOLD', 'IV', 49)",True,424.9,5318900360,1821,True
philalis,132,"('GOLD', 'IV', 14)",False,421.4,5318900360,1821,True
V Ł Ą Ð,210,"('GOLD', 'III', 41)",False,444.1,5318900360,1821,True
SuperCactus,213,"('GOLD', 'IV', 21)",False,422.1,5318900360,1821,True
bìsous,85,"('GOLD', 'IV', 0)",False,420.0,5318900360,1821,True
Haze8691,318,"('SILVER', 'I', 0)",False,380.0,5318900360,1821,False
Skeblo,147,"('GOLD', 'IV', 12)",False,421.2,5318900360,1821,False
Tleilaxian,75,"('GOLD', 'IV', 0)",False,420.0,5318900360,1821,False
ChaosL1G,174,"('GOLD', 'IV', 12)",False,421.2,5318900360,1821,False
jssassin,422,"('GOLD', 'IV', 13)",False,421.3,5318900360,1821,False
