summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Tbag is busted,149,"('GOLD', 'IV', 81)",False,428.1,5318877955,917,False
Only Aram OK,229,"('SILVER', 'I', 100)",True,390.0,5318877955,917,False
MartinaAitolehti,69,"('SILVER', 'I', 10)",False,381.0,5318877955,917,False
silverblade5,129,"('GOLD', 'II', 15)",False,461.5,5318877955,917,False
zcteu,60,"('SILVER', 'I', 77)",False,387.7,5318877955,917,False
piiippo,108,"('GOLD', 'IV', 74)",False,427.4,5318877955,917,True
Plougluina,194,"('GOLD', 'III', 1)",False,440.1,5318877955,917,True
Apefeeleos,91,"('GOLD', 'IV', 21)",False,422.1,5318877955,917,True
IVON STRAHOVSKI,40,"('GOLD', 'II', 34)",False,463.4,5318877955,917,True
HíìmMartin,35,"('GOLD', 'II', 32)",False,463.2,5318877955,917,True
