summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Yurei Dono,76,"('GOLD', 'II', 42)",True,464.2,5318891473,2034,True
El crusaito,163,"('GOLD', 'IV', 58)",True,425.8,5318891473,2034,True
G4rNeTT,274,"('GOLD', 'II', 86)",False,468.6,5318891473,2034,True
Get In Da Smurve,118,"('GOLD', 'I', 8)",False,480.8,5318891473,2034,True
díø brando,174,"('GOLD', 'III', 39)",False,443.9,5318891473,2034,True
TheAmbushedGuy,228,"('GOLD', 'IV', 50)",False,425.0,5318891473,2034,False
Ayzels,506,"('GOLD', 'II', 11)",False,461.1,5318891473,2034,False
JakePeraltaB99,339,"('GOLD', 'IV', 1)",False,420.1,5318891473,2034,False
Decakyno,37,"('GOLD', 'IV', 47)",False,424.7,5318891473,2034,False
Axtaxtaxt,67,"('GOLD', 'IV', 18)",False,421.8,5318891473,2034,False
