summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Queenofslaves,817,"('GOLD', 'III', 45)",False,444.5,5318897034,1237,False
Fujikou,60,"('GOLD', 'IV', 0)",False,420.0,5318897034,1237,False
Cryptum67,133,"('GOLD', 'II', 75)",False,467.5,5318897034,1237,False
DanigolLannister,85,"('GOLD', 'III', 52)",False,445.2,5318897034,1237,False
kilnox,156,"('GOLD', 'III', 9)",False,440.9,5318897034,1237,False
Zee Axe,345,"('GOLD', 'II', 99)",True,469.9,5318897034,1237,True
Ompundia,35,"('GOLD', 'I', 73)",False,487.3,5318897034,1237,True
PeM3ns,396,"('GOLD', 'I', 98)",False,489.8,5318897034,1237,True
AlinWalker,662,"('GOLD', 'II', 19)",False,461.9,5318897034,1237,True
haha ok,278,"('GOLD', 'I', 29)",False,482.9,5318897034,1237,True
