summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
MALLAXZ,92,"('BRONZE', 'IV', 12)",False,221.2,5318849619,1320,True
xXwidenXx,67,Unknown,Unknown,Unknown,5318849619,1320,True
TuToletePapa,171,Unknown,Unknown,Unknown,5318849619,1320,True
rikku69,53,"('SILVER', 'IV', 24)",False,322.4,5318849619,1320,True
trismagore,91,"('BRONZE', 'IV', 67)",False,226.7,5318849619,1320,True
HieronymuzNL,44,Unknown,Unknown,Unknown,5318849619,1320,False
tommynabo11,32,Unknown,Unknown,Unknown,5318849619,1320,False
darksoulhunter12,189,Unknown,Unknown,Unknown,5318849619,1320,False
Bazilio ØWNÊÐ,683,"('BRONZE', 'III', 7)",False,240.7,5318849619,1320,False
Cooinhead15,56,Unknown,Unknown,Unknown,5318849619,1320,False
