summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
MugenTsukuyômi,243,"('SILVER', 'II', 47)",False,364.7,5318898109,2063,True
CartiSalvaje,297,"('SILVER', 'I', 43)",False,384.3,5318898109,2063,True
l Zylox l,269,"('SILVER', 'II', 73)",False,367.3,5318898109,2063,True
estoy mamádisima,43,"('SILVER', 'I', 52)",False,385.2,5318898109,2063,True
Bunny Bee King,281,"('GOLD', 'III', 0)",False,440.0,5318898109,2063,True
SpideyPiglet,320,"('GOLD', 'III', 3)",False,440.3,5318898109,2063,False
NucIear Elise,171,"('SILVER', 'II', 81)",False,368.1,5318898109,2063,False
Security60,223,"('SILVER', 'I', 66)",False,386.6,5318898109,2063,False
Agent0471,86,"('SILVER', 'III', 71)",False,347.1,5318898109,2063,False
scoobakreik,54,"('GOLD', 'IV', 45)",False,424.5,5318898109,2063,False
