summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
griffeurs,99,"('BRONZE', 'II', 58)",True,265.8,5318847952,2080,True
konfra,142,"('BRONZE', 'II', 58)",False,265.8,5318847952,2080,True
clicpower,113,"('BRONZE', 'I', 100)",True,290.0,5318847952,2080,True
rauchitilico69,84,"('BRONZE', 'IV', 66)",False,226.6,5318847952,2080,True
eruby21,72,"('BRONZE', 'II', 62)",False,266.2,5318847952,2080,True
simon80000,73,"('BRONZE', 'IV', 37)",False,223.7,5318847952,2080,False
Dede8zero,96,"('SILVER', 'IV', 33)",False,323.3,5318847952,2080,False
Viking Marvven ,301,"('BRONZE', 'II', 13)",False,261.3,5318847952,2080,False
VictoryRA,97,"('BRONZE', 'III', 7)",False,240.7,5318847952,2080,False
Alanmp18,99,"('BRONZE', 'I', 0)",False,280.0,5318847952,2080,False
