summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
shacovich,176,"('PLATINUM', 'IV', 0)",False,520.0,5318857576,1356,False
YØSRI,401,"('PLATINUM', 'IV', 0)",False,520.0,5318857576,1356,False
Nyx Ferros,269,"('PLATINUM', 'III', 0)",False,540.0,5318857576,1356,False
TheHuntNeverEnds,695,"('PLATINUM', 'III', 54)",True,545.4,5318857576,1356,False
DankoRG,439,"('PLATINUM', 'IV', 0)",False,520.0,5318857576,1356,False
Tyrø,278,"('PLATINUM', 'IV', 0)",False,520.0,5318857576,1356,True
MasterOfRiven22,352,"('PLATINUM', 'IV', 29)",False,522.9,5318857576,1356,True
STXRT,110,"('PLATINUM', 'IV', 41)",False,524.1,5318857576,1356,True
Rydona Carry,71,"('GOLD', 'I', 87)",False,488.7,5318857576,1356,True
Village Boy,333,"('PLATINUM', 'IV', 0)",False,520.0,5318857576,1356,True
