summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
xCorraQx,373,"('SILVER', 'II', 54)",False,365.4,5318877885,1464,False
CerebroX,207,"('SILVER', 'III', 75)",False,347.5,5318877885,1464,False
YoungPadre,241,"('SILVER', 'III', 45)",False,344.5,5318877885,1464,False
CHInESe66,165,"('SILVER', 'II', 43)",True,364.3,5318877885,1464,False
Fareeraq,282,"('SILVER', 'III', 34)",False,343.4,5318877885,1464,False
tRenador,52,"('SILVER', 'II', 40)",False,364.0,5318877885,1464,True
AL7OFRAH,312,"('SILVER', 'II', 64)",False,366.4,5318877885,1464,True
sosna95,86,"('SILVER', 'III', 61)",False,346.1,5318877885,1464,True
DerKaffeeKuchen,241,"('GOLD', 'IV', 0)",False,420.0,5318877885,1464,True
Mu7iny,111,"('SILVER', 'II', 2)",False,360.2,5318877885,1464,True
