summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
CuddyWoolf,291,"('SILVER', 'IV', 63)",False,326.3,5318798712,1247,True
JuleKeks,130,"('SILVER', 'IV', 75)",False,327.5,5318798712,1247,True
Liujw57,138,"('SILVER', 'III', 82)",False,348.2,5318798712,1247,True
eduAr04,111,"('BRONZE', 'II', 35)",False,263.5,5318798712,1247,True
Redark23,97,"('BRONZE', 'I', 0)",False,280.0,5318798712,1247,True
Lauren36,206,"('SILVER', 'IV', 14)",False,321.4,5318798712,1247,False
LIGTHDuuD,165,"('SILVER', 'IV', 16)",False,321.6,5318798712,1247,False
Evildraca,156,"('SILVER', 'IV', 15)",False,321.5,5318798712,1247,False
hellopete,109,"('SILVER', 'IV', 0)",False,320.0,5318798712,1247,False
1000Woltajj,48,"('SILVER', 'IV', 69)",False,326.9,5318798712,1247,False
