summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
MainGotBannedFK,217,"('DIAMOND', 'IV', 63)",True,626.3,5318887805,1767,True
WarDeDMiDLaNe,162,"('PLATINUM', 'I', 100)",False,590.0,5318887805,1767,True
Crystal E Methyd,145,"('PLATINUM', 'II', 74)",False,567.4,5318887805,1767,True
DυdeGυy,351,"('PLATINUM', 'II', 75)",False,567.5,5318887805,1767,True
IfRoy,95,"('DIAMOND', 'IV', 24)",False,622.4,5318887805,1767,True
xFrozenDreams,447,"('PLATINUM', 'I', 29)",False,582.9,5318887805,1767,False
lIIllIlIllIIllIl,70,"('PLATINUM', 'I', 39)",False,583.9,5318887805,1767,False
Jannah Môntana,203,"('DIAMOND', 'IV', 97)",True,629.7,5318887805,1767,False
Vedius,218,"('DIAMOND', 'IV', 15)",False,621.5,5318887805,1767,False
Suushi,421,"('DIAMOND', 'IV', 14)",False,621.4,5318887805,1767,False
