summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
xHakan Abi,197,"('SILVER', 'III', 90)",False,349.0,5318887601,2240,True
xIbo Abi,207,"('SILVER', 'II', 74)",False,367.4,5318887601,2240,True
wh66,200,"('SILVER', 'II', 70)",True,367.0,5318887601,2240,True
inRAGE4,166,"('SILVER', 'III', 4)",False,340.4,5318887601,2240,True
CKorneev,116,"('SILVER', 'II', 60)",False,366.0,5318887601,2240,True
HardStuckCarryy,149,"('GOLD', 'IV', 74)",False,427.4,5318887601,2240,False
xIXVvVXIx,36,"('SILVER', 'III', 38)",True,343.8,5318887601,2240,False
Silver2201,102,"('SILVER', 'II', 82)",True,368.2,5318887601,2240,False
Khyol,90,"('SILVER', 'III', 31)",False,343.1,5318887601,2240,False
itsLeno,201,"('SILVER', 'II', 47)",False,364.7,5318887601,2240,False
