summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Your Honey Bunny,398,"('SILVER', 'I', 100)",False,390.0,5318808073,1797,True
Senior Thresh,205,"('SILVER', 'I', 69)",False,386.9,5318808073,1797,True
Khalid Irhish,32,"('SILVER', 'I', 33)",False,383.3,5318808073,1797,True
fnczmvbu,34,"('GOLD', 'IV', 23)",False,422.3,5318808073,1797,True
scjwjis,35,"('GOLD', 'IV', 19)",False,421.9,5318808073,1797,True
Somrith,31,"('SILVER', 'II', 57)",False,365.7,5318808073,1797,False
Bobezlol,33,"('SILVER', 'I', 0)",False,380.0,5318808073,1797,False
Adryterajo,34,"('GOLD', 'IV', 0)",False,420.0,5318808073,1797,False
M4 F32,42,"('GOLD', 'IV', 1)",False,420.1,5318808073,1797,False
VON Xanxus,59,"('GOLD', 'III', 62)",False,446.2,5318808073,1797,False
