summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
Polyfemos,34,Unknown,Unknown,Unknown,5318837967,2908,False
xxZombieHackerxx,37,"('BRONZE', 'IV', 21)",False,222.1,5318837967,2908,False
Mawdy,267,"('SILVER', 'IV', 25)",False,322.5,5318837967,2908,False
Hiperactivo,43,"('BRONZE', 'IV', 0)",False,220.0,5318837967,2908,False
Laverdadhastalos,35,"('BRONZE', 'II', 91)",False,269.1,5318837967,2908,False
iker0330330,101,Unknown,Unknown,Unknown,5318837967,2908,True
Z3usO1Jr,81,Unknown,Unknown,Unknown,5318837967,2908,True
M4ddyy,93,"('BRONZE', 'IV', 48)",False,224.8,5318837967,2908,True
MannY069,148,Unknown,Unknown,Unknown,5318837967,2908,True
Pascau,56,"('BRONZE', 'I', 32)",False,283.2,5318837967,2908,True
