summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
CraftWithPower,54,"('DIAMOND', 'III', 69)",False,646.9,5318887811,1416,True
Wode,73,"('DIAMOND', 'II', 46)",False,664.6,5318887811,1416,True
Janna nuclear1,51,"('DIAMOND', 'IV', 0)",False,620.0,5318887811,1416,True
Y0NIN,68,"('DIAMOND', 'IV', 40)",False,624.0,5318887811,1416,True
Karlmydia,540,"('DIAMOND', 'III', 19)",False,641.9,5318887811,1416,True
amâze goes sup,43,"('PLATINUM', 'I', 60)",False,586.0,5318887811,1416,False
Sulinnoch,51,"('PLATINUM', 'I', 0)",False,580.0,5318887811,1416,False
Cougarr abuser,56,"('DIAMOND', 'III', 31)",False,643.1,5318887811,1416,False
UturgiteIN,43,"('PLATINUM', 'II', 29)",False,562.9,5318887811,1416,False
trust no womans,45,"('DIAMOND', 'IV', 75)",False,627.5,5318887811,1416,False
