summonerName,summonerLevel,elo,hot_streak,CalculatedMMR,match_id,GameDuration,Victory
SoahGaming,309,"('SILVER', 'IV', 13)",False,321.3,5318800194,1695,False
art013,198,"('BRONZE', 'III', 0)",False,240.0,5318800194,1695,False
G2 rεkkles,207,"('SILVER', 'IV', 21)",False,322.1,5318800194,1695,False
DoubleBubbleGun,173,"('SILVER', 'IV', 17)",False,321.7,5318800194,1695,False
weedean,320,"('SILVER', 'IV', 0)",False,320.0,5318800194,1695,False
xS4nitYx,239,"('SILVER', 'IV', 61)",False,326.1,5318800194,1695,True
Mr Fecker,143,"('SILVER', 'IV', 0)",False,320.0,5318800194,1695,True
elias18091989,320,"('SILVER', 'III', 11)",False,341.1,5318800194,1695,True
Mr Saagui,224,"('SILVER', 'IV', 0)",False,320.0,5318800194,1695,True
InfectedPnS,104,"('BRONZE', 'II', 15)",False,261.5,5318800194,1695,True
